,,KUNG,,,,,
"Stand ",tsə́m,tím,tsə́m,tím,tsə́,tsə,tsɨ́m
,,,,,,,
"Carry ",bé’e,bé’é,bè,bé’é,bé’é,bé’é,bé’é
"Dance ",bə́n,bə́n,bə́n,bə́n,bə́n,bə́n,bə́n
,,,,,,,
"Run ",nyə́ŋ,nyə́ŋ,nyə́ŋ,nyə́ŋ,nyə́ŋ,nyə́ŋ,"nyə́ŋ "
,,,,,,,
"Sleep ",nyə́ŋ,bɨ́,bíi,bíi,nyə́ŋ,nyə́ŋə́,bíi
,,,,,,,
"Cook ",kwě,kwě,kwǐ,kwě,kwě,kwě,kwǐ
,,,,,,,
eat,dzî,dzí,dzî,dzî,dzî,dzî,dzî
,,,,,,,
"Sing ",zə́m,zə́m,zə́m,zə́m,zə́m,zə́m,zə́m
,,,,,,,
climp,kɔ́,kɔ́,kɔ́,kɔ́,kɔ́,kɔ́,kɔ́
,,,,,,,
"Fry ",káŋí,dze,káŋ,káŋ,káŋ,káŋ,"káŋ "
,,,,,,,
clear,tə́m,tə́m,tɨ́m,tə́m,tɨ́m,tə́m,tɨ́m
,,,,,,,
tie,kwɔ́lə́,kwɔ́lə́,kwɔ́lə́,kwɔ́lə́,kwɔ́lə́,kwúlə́,kúl
,,,,,,,
untie,zě,zɨ̌,zě,zě,zě,zě,zě
,,,,,,,
jump,tǎi,tǎi,tǎikə,tǎi,tǎi,tǎi,tǎi
rest,dzèsɨ́,dzèsɨ́,dzèsɨ́,dzèsɨ́,dzèsɨ́,dzə̌sɨ́,dzèsɨ́
,,,,,,,
Count,táŋ,táŋ,táŋ,táŋ,táŋ,táŋ,táŋ
,,,,,,,
Cry,tsî,ti,tsî,tsî,tsî,tsî,tsî
,,,,,,,
Laugh,tsé,tsé,tsé,tsé,tsé,tsé,tsé
,,,,,,,
pick,bɔ́ŋ,bɔ́́ŋ,bɔ́ŋ,bɔ́ŋ,bɔ́ŋ,bɔ́ŋ,bɔ́ŋ
,,,,,,,
Steal,tsɔ́ŋ,tsɔ́ŋ,tsɔ́ŋ,tsɔ́ŋ,tsɔ́ŋ,tsɔ́ŋ,tsɔ́ŋ
,,,,,,,
Clap,bú,bú,bú,bú,bú,bú,bú
,,,,,,,
shoot,tə́m,tə́m,tə́m,tə́m,tə́m,tə́m,tə́m
,,,,,,,
"Wipe ",zə̀s,zə̀s,zə̀s,zə̀s,zə̀s,zə̀s,zə̀s
,,,,,,,
sweep,sɨ́zə́s,sɨ́zə́s,sɨ́zə́s,zès,zès,zə́s,zès
,,,,,,,
"Rinse ",kúŋsə́,kúŋsə́,tsùsə́,tsùsə́,kúŋsə́,tsùsə́,tsùsə́
,,,,,,,
"Listen ",zùlə́,zúlə́,zùlə́,zùlə́,zùlə́,zùlə́,zùlə́
,,,,,,,
"Wash ",sù,sù,tsʉ̀,tsʉ̀,sù,sǔ,tsʉ̀
,,,,,,,
imitate,"fí ̀ílə́","no response","fí ̀ílə́","fí ̀ílə́","no response",fíĺə́,síǹnə́
,,,,,,,
call,tɔ́ŋɔ́,tɔ́ŋɔ́,tɔ́ŋɔ́,tɔ́ŋɔ́,tɔ́ŋɔ́,tɔ́ŋɔ́,tɔ́ŋɔ́
,,,,,,,
read,"no ",tɔ́ŋɔ́,tɔ́ŋɔ́,tɔ́ŋ,tɔ́ŋɔ́,tɔ́ŋɔ́,tɔ́ŋɔ́
,response,,,,,,
,,,,,,,
"Pray ",tsə̀m,tsə̀m,tsə̀m,tsə̀m,tsə̀m,tsə́m,tsə̀m
,,,,,,,
"Return ",kwúlə́,kwúlə́,kwúlə́,kwúlə́,kwúlə́,běbàm,"kə̀mə́bè/ kwúlə́"
,,,,,,,
"Rub ","no response",kə́mə,kɨ̌mə́,kɨ̌mə́,kɨ̌mə́,kɨ̌mə́,kɨ̌mə́
,,,,,,,
"Peel ",kái,kái,zù,zǔm,zù,zǔm,zù
,,,,,,,
"Kick ",tə́,tɛ́,tɛ́,tə́,tɛ́,tə́,té
"Keep ",na,ná,nâ,nâ,nâ,nâ,nâ
"Beg ",nɔ́i,nɔ́i,nɔ́i,nɔ́i,nɔ́i,"bú ","nɔ́i "
,,,,,,,
"Swim ",sàm,sàm,sàm,sàm,sàm,sàm,sàm
,,,,,,,
"Hunt ","no response",bwɔ́m,bwʉ́m,bwɔ́m,bwʉ́m,bwʉ́m,bwʉ́m
,,,,,,,
"Work (V)",fwài,fwà,fwài,fwài,fwài,kə̀fwâ,fwài
,,,,,,,
"Buy ",zɔ́i,ízûyə̀,zɔ́i,zɔ́i,zɔ́i,zɔ́i,zɔ́i
"Sell ","no response",fwə̀,"no response","no response","no response",fì,fì
"To announce ",tsai,nà,nà,tsai,nà,fì,nà
"Light ",tsai,tᴶà,tsai,tsai,tsai,tsai,"tsai "
"Sky ","no response","No response",kə́wúlə́,kə́wúlə́,kə́wúlə́,kə́wúlə́,kə́wúlə́
"Sun ",tsǐ,tsì,tsǐ,tsǐ,tsǐ,tsǐ,tsǐ
"Moon ","no response",dzɔ́ŋ,dzɔ́ŋ,ndzɔ́ŋî,dzɔ́ŋ,ndzɔ́ŋî,tsɔ̀ŋə̂
star,"no response","No response","no response","no response","no response","No response",fɨ̀síbə̀lə̀
"Stars ",,,,,,,ǹsîbə̀lə̀
"Dust ",kə́bə́l,kə́bə̂l,kə́bə́l,kə́bə́l,kə́bə́l,kə́bə́l,kə́bə́l
,úbə̂l,úbə̂l,úbə̂l,úbə̂l,úbə̂l,,úbə̂l
"Yesterday ",ázáiwé,ázáiwé,ázáiwé,ázáiwé,ázáiwé,úbə̀l,ázéwê
,,,,,,azɔ́iwé,
"Night ",ǹtú’ú,ǹtú’ú,ǹtú’ú,ǹtú’ú,ǹtú’ú,"No response",ǹtú’ú
"Now ",nái,nái,nái,"no response",dzʉ̌,dzə̌,dzʉ̌
"Afternoon ",ntsǐ,ǹtsì,ntsǐ,ntsǐ,ntsǐ,ntsǐ,ntsǐ
"Month ","no response",ndzɔ́ŋɔ,ndzɔ̀ŋɔ̀,"no response",ndzɔ̀ŋɔ̀,ndzɔ̀ŋɔ̀,tzɔ̀ŋɔ̌
,,sə́ndzɔ́ŋɔ,"no response",,"no response",,
"Week ","no response",ngàm,ngàm,ngàm,"no response",ŋgàm,ŋgàm
,,sə̀ngàm,sə̀ngàm,sə̀ngàm,,,tə́ŋgàm
"Morning ","no response",m̀bə́sə̀bə̀sə̀,bʉ́sɨ́bə̀sə̀,bʉ́sɨ́bə̀sə̀,bʉ́sɨ́bə̀sə̀,bʉ́sɨ́bə̀sə̀,bʉ́sɨ́bə̀sə̀
,,m̀bə́sə̀bə̀sə̀sə̀,,,,,
,,,,,,,
"Year ",kə́nʉ̀m,"kə́num X",kə́nʉ̀m,kə́nʉ̀m,kə́nʉ̀m,kə́nʉ̀m,kə́nʉ̀m
,"no response",numsə̀,"no response","no response","no response","no response",tə́nʉ̀msə̀
"Darkness ","no response",kə́lə́m,kə́lə́m,kə́lə́m,"no response",kɨ́lʉ́m,kɨ́lʉ́m
,,úlə́m,úlə́m,úlə́m,,úlə́m,úlə́m
"Fat ",ghá,ghá,íghá,ghá,ghá,íghá,íghá
"Small ","no response",ítə́lə́,"no response","no response","no response","ítə́lé ",tɔ́tǐ
"Tall ",tiàfì,ítᴶaf,tiàfì,tiàfì,tiàfì,"ítsáf ",tiàfì
"Short ","no response",tə́msə́,"no response","no response","no response","No response",tɨ́msíi
"Many ","no response",tə̀msɨ̀sə̀,ndə̀m,ndə̀m,"no response",twɔ̀nə̀,ǹdə̀m
"Clean ",zúl,zúl,swɔ̀lí,swɔ̀lí,"no response",zwɔ̀l,swɔ̀lí
"Dirty ","no response",fəm,"no response",fə̀mì,"no response",fəmə̀,fɨəm̀mǐ
"Market ",úwê,íwɛ́,úwê,úwê,úwê,úwê,úwê
"Markets ",tùsə̀wé,úwɛ́,m̀wê,tùsə̀wé,m̀wê,tùsə̀wé,m̀wê
Cap,kə̀tàŋsə̀,kə̀tàŋə̀,kə̀tàŋə̀,kə̀tàŋə̀,kə̀tàŋə̀,kə́tàŋə̀,kə́tàŋə̀
"Caps ",ùtàŋə̀,ùtàŋə̀,ùtàŋə̀,ùtàŋə̀,ùtàŋə̀,ùtàŋə̀,ùtàŋə̀
Shoe,kwú,kwú,kwú,kwú,kwú,kwù,ùkwǔ
"Shoes ",sékwú,sékwú,sékwú,sékwú,sékwú,sə́kwû,sə́kwû
Umbrella,kə́bà,kə́ba,kə́bà,kə́bà,kə́bà,kə́bà,kə́bà
umbrellas,úbà,úba,úbà,úbà,úbà,úbà,úbà
"Money ","no response",kwə́,úkɛ̌,úkɛ̌,úkɛ̌,úkɛ̌,úkɛ̌
,,úkᴶɛ́,m̀kᴶɛ́,m̀kᴶɛ́,m̀kᴶɛ́,"no response",m̀kᴶɛ́
"Sickness ",kə́zɔ̀,tsaŋ,kə́zɔ̀,kə́zɔ̀,kə́zɔ̀,itsàŋ,itsàŋ
sicknesses,úzɔ̀,ítsaŋ,úzɔ̀,úzɔ̀,úzɔ̀,sə́tsàŋ,tə́tsàŋsə̀
"Cough ",kə́zɔ̀,kə́zɔ̀,kə́zɔ̀,kə́zɔ̀,kə́zɔ̀,kə́zɔ̀,kə́zɔ̀
,úzɔ̀,úzɔ̀,úzɔ̀,úzɔ̀,úzɔ̀,úzɔ̀,úzɔ̀
"Vomit ","no response",ízai,"no response","no response","no response",ízai,ízà
,,zai,,,,"no response",m̀zài
"Wound ",kɨ́tǔ,kə́tì,kɨ́tǔ,"no response","no response",kɨ́tǔ,kɨ́tǐ
"Wounds ",sə́tǔ,útì,sə́tǔ,,,sə́tǔ,útǐ
"Medicine ",útê,úté,útê,útê,útê,útê,útê
"Medicines ",m̀tê,m̀té,m̀tê,m̀tê,m̀tê,m̀tê,m̀tê
"Drum ","no response",fɨ́ka,tsùm,tsùm,tsùm,tsùm,tsùm
"Drums ",,m̀kà,sə́tsùm,sə́tsùm,sə́tsùm,ntsùm,sə́tsùm
"Rattle ","no response","No response",kə̀tsàtsà,kɨ́bwá’á,kə̀tsàtsà,kɨ́bwá’á,kɨ́bwá’á
"Rattles ",,,ùtsàtsà,úmbá’á,ùtsàtsà,úmbá’á,úmbá’á
"Spear ",íghɔ̀ŋ,íghɔ́ŋ,íghɔ̀ŋ,íghɔ̀ŋ,íghɔ̀ŋ,íghɔ̀ŋ,íghɔ̀ŋ
"Spears ",sə̀ghɔ̌ŋ,sə́ghɔ̌ŋ,sə̀ghɔ̌ŋ,sə̀ghɔ̌ŋ,sə̀ghɔ̌ŋ,sə̀ghɔ̌ŋ,ághɔ̀ŋ
Gun,íwús,íwús,úwús,íwús,úwús,úwús,úwús
"Guns ",sə́wûs,sə́wûs,ḿwùs,sə́wûs,ḿwùs,sə̀wùs,ḿwùs
Bag,kə̀mbə̌,kə̀mbə̀,kə̀mbə̌,kə̀mbə̌,kə̀mbə̌,kə̀mbə̌,kə̀mbə̌
"Bags ",ùmbə̌,mbə̀sə̀,ùmbə̌,ùmbə̌,ùmbə̌,ùmbə̌,ùmbə̌
Belt,fə́kwǔ,fə́kwǔ,fə́kwǔ,úkǔ,fə́kwǔ,fə́kǔ,úkǔ
"Belts ",kwùmə̀,kwùmə̀,kwùmə̀,ḿkû,kwùmə̀,ḿkû,ḿkû
Thread,kə̀làshì,kə́léshí,kə́léshí,kə́léshí,kə́léshí,kə̀lɛ́shì,kə̀líshǐ
"Threads ",ùlàshì,ùlěshǐ,ùlěshǐ,ùlěshǐ,ùlěshǐ,ùléshǐ,ùléshǐ
Broom,"no response",isàŋə̀,ɨ́sàŋà,ɨ́sàŋà,ɨ́sàŋà,ɨ́sàŋà,ɨ́sàŋà
"Brooms ",,sɨ́sàŋə,sə́sàŋà,sə́sàŋà,sə́sàŋà,sə́sàŋà,sə́sàŋà
Hoe,pfʉ̌,fə̀,pfʉ̌,pfʉ̌,pfʉ̌,pfʉ̌,pfʉ̌
"Hoes ",sə́pfʉ̂,sɨ́fə̂,sə́pfʉ̂,sə́pfʉ̂,sə́pfʉ̂,sə́pfʉ̂,sə́pfʉ̂
Comb,"no response",kə́shɔ̀,kə̀́sɔ̀,úswà’à,"no response",kə̀́sɔ̀,úswà’à
"Combs ",,"úshɔ̀ ́ɔ̀",ísɔ̀,sə́swà’à,,ísɔ̀,sə́swà’à
"Ring ","no response",fə́tsá,fɨ́tsá,fɨ́tsá,fɨ́tsá,"No response",fɨ́tsá
"Rings ",,tsàmə̀,ńtsá,ńtsá,ńtsá,,ńtsá
Snuff,kə́tə́báŋ,kə́tíb́áŋ,kɨ́tíbàŋ,kɨ́tíbàŋ,kə́tə́báŋ,útíbàŋ,kɨ́tíbàŋ
"Snuffs ",útɨ́báŋ,útíbáŋ,útɨ́báŋ,útɨ́báŋ,útɨ́báŋ,"ítíbǎŋ ",útɨ́báŋ
,,,,,,,
Woodash,útsə̀m,tsəm,útsə̀m,útsə̀m,útsə̀m,útsə̀m,útsə̀m
,,útsəm,,,,,
"Smoke ",kə́nyí,kə́nyí,kə́nyí,kə́nyí,kə́nyí,kə́nyə́,kɨ́nyə́
,únyí,únyí,únyí,únyí,únyí,,únyí
Firewood,fɨ́kà,fə́ka,fɨ́kà,fɨ́kà,fɨ́kà,fɨ́kà,fɨ́kà
"Firewoods ",ḿŋkà,kàmə̀,ḿŋkà,ḿŋkà,ḿŋkà,ḿŋkà,ḿŋkà
