WORDLISTS,,MUNGBAM,,,,,
"Night ",bətà,bùtǎ,bùtǎ,bətà,bùtǎ,bútà
Nights,bətà,bùtǎ,bùtǎ,bətà,bùtǎ,bùtà
"Now ",nyá,nyá,ngúŋkwâ,bətà,ngǔŋkwâ,ǹkǔŋkwă
"Now ",nyá,nyá,ngúŋkwâ,bətà,ngǔŋkwâ,ǹkǔŋkwă
"Afternoon ",àshíkʲa,"no response",ínɔ̌mnə́,"no response",ínɔ̌mnə́,ínɔ̌mnə́
Afternoons,àshíkʲa,"no response",ínɔ̌mnə́,"no response",ínɔ̌mnə́,ínɔ̌mnə́
Week,úpwǔ,ùpwú,pwô,ùpwú,ùpwǔ,ókpwó
Weeks,úpwǔ,ùpwú,pwô,ùpwú,ùpwǔ,íkpwó
"Morning ","no response",ndzìntsǐ,bètɨ̀tǎ,"no response",ndzìntsǐ,ntsí
"Mornings ","no response",ndzìntsǐ,bètɨ̀tǎ,"no response",ndzìntsǐ,ntsí
"Year ",nɔ̀m,"no response","no response","no response",nɔ;m,ìnyɔ̀m
Years,bə̀nɔ̀m,"no response","no response","no response",bə̀nɔ̀m,ányɔ̀m
"Darkness ",ìfǔyíkú,bùtǎ,ìfwě,"no response",bùtǎ,kífwɔ̀m
"Darkness ",ìfǔyíkú,bùtǎ,ìfwě,"no response",bùtǎ,kífwɔ̀m
"Fat ",nám,tsɨ̀ŋə́,ìtsɨ́nmə́,nàmnə̀,nàmnə̀,ìnàmnə̀
"Small ","bìsǐtsɨ̀ŋ /átswɨ́tswàlà",tɨ̀ŋtɨ̀ŋ,ìtsɨ́nmə́,nàmnə̀,ìtsɨ́nmə́,bìtə̀ŋə̀
"Tall ","bìsǐtsɨ̀ŋ /átswɨ́tswàlà","no response","no response",bìsîlə́,ídə́fə́
Short,"àdɔ̀fɔ̀ ",ndə̀fɨ̀,ndə̀fɨ̀,ndə̀fɨ̀,ndə̀fɨ̀nə̀,fwídə́
Many,àdə́,"no response",fǐdə́lə́,fǐdə́lə́,bídə́lə́,kídúlə́
Clean,àbú,kìbǔlə̀,kíbǔlə̀,íbǔlə̀,íbǔlə̀,kíbǔlə̀
Dirty,àywɔ̀,ìkwùbə̌,ìkwùbə̌,ìkwùbə̌,ìkwùbə̌,ìtsə̀nsə́
"Market ",ìshì,íshě,ìshì,ìshì,ìshì,ìshǐ
"Markets ",kìshìlə̀,"no response",kìshìlə̀,kìshìlə̀,kìshìlə̀,áshǐ
Cap,ìtsàm,"no response",ìtsàm,ìtsàm,ìtsàm,ìtsàm
"Caps ",kɨ́tsámnə́,"no response",kɨ́tsámnə́,kɨ́tsámnə́,kɨ́tsámnə́,kɨ́tsámnə́
Shoe,bípwɛ̀,bípwɛ̀,kípwɛ̀mə́,bípwɛ̀,kípwɛ̀,kípwɛ̀
"Shoes ",bìpwɛ̀,bípwɛ̀,bípwɛ̀,bípwɛ̀,bípwɛ̀,bípwɛ̀
Umbrella,kɨ́mbàkî,kìbə́g’ə́,kìmbɛ́mə́,"no response",kìmbɛ́,kìmbɛ́
umbrellas,"no response","no response",bìmbɛ́,"no response",bìmbɛ́,bìmbɛ́
"Money ",úkpwú,úkpwú,úkpwú,úkpwú,úkpwú,úkpwó
"Money ",úkpwú,úkpwú,úkpwú,úkpwú,úkpwú,úkpwó
"Sickness ",ìbwá,ìbwá,ìbwá,ìbwá,ìbwá,ìbwá
sicknesses,kíbwánə́,kíbwánə́,kíbwánə́,kíbwánə́,kíbwánə́,kíbwánə́
Cough,kǐsúŋ,kǐsúŋ,kǐsúŋ,kǐsúŋ,kǐsúŋ,kísúŋ
Cough,kǐsúŋ,kǐsúŋ,kǐsúŋ,kǐsúŋ,kǐsúŋ,kǐsúŋ
Vomit,nànnə̀,ìyànə̀,nànnə̀,nànnə̀,nànnə̀,nànnə̀
Vomit,nànnə̀,ìyànə̀,nànnə̀,nànnə̀,nànnə̀,nànnə̀
Wound,ìbə̀sɨ́mə̀,"no response",ìbə̀sɨ́,ìbə̀sɨ́,ìbə̀sɨ́,ìdzə̀sɨ́
Wounds,"no response","no response","no response",kíbə́ŋsɨ́,kíbə́ŋsɨ́,àdzə̀sɨ́
Medicine,bùtù,bìtɔ̀,bùtɨ̌,bìtɔ̀,bùtù,bùtò
Medicines,ántú,ántú,ántú,ántú,ántú,ántó
"Drum ",úkwà,"no response",ùkwǔ,úkwà,úkwà,úkwà
Drums,íkwà,"no response",íkwà,íkwà,íkwà,íkwà
Rattle,kɨ̀tsàtsà,títà̂ŋ,kɨ̀tsə̀tsà’à,títà̂ŋ,títà̂ŋ,kìtàŋ
"Rattles ","no response",bìbwàŋ,"no response","no response",bìtàn,bìtàŋ
"Spear ",ìyùŋwú,ìyùŋ,ìyùŋ,ìyùŋ,ìyùŋ,íyûŋ
Spears,kíyûnə́,kíyûnə́,kíyûnə́,kíyûnə́,kíyûnə́,kíyûnə́
Gun,úgwə̀sù,ígwə̀sɨ̀,úgwə̀sɨ̀,úgwə̀sɨ̀,úgwə̀sɨ̀,úgwə̀sɨ̀
Guns,ígwə̀sɨ̀,ígwə̀sɨ̀,ígwə̀sɨ̀,ígwə̀sɨ̀,ígwə̀sɨ̀,ígwə̀sɨ̀
Bag,"ùbè ",bè,bèmə̂,bè,"ùbè ","ùbè "
"Bags ",bàbè,"no response","no response","no response",bàbè,"ùbè "
Belt,kìnàŋmákî,"no response",ìnə̀ŋə̀mə̌,ìtə̀ŋ,ìtə̀ŋ,fìndáŋ
"Belts ","no response","no response","no response",kìtə̀ŋnə̀,kìtə̀ŋnə̀,mùndáŋ
Thread,kə̀lásà,kìlásɨ̀,ìláshì,ìláshì,kìláshì,úgbwɛ́
Threads,bìláshì,bìláshì,bìláshì,bìláshì,bìláshì,igbwɛ́
Broom,úyàmǔ,ibiɛ́,úyúm,úyúm,úyúm,úyóm
Brooms,kíyúmnə́,"no response",kíyúmnə́,kíyúmnə́,kíyúmnə́,kíyómnə́
Hoe,nkwɔ̀mǔ,nkwɔ̀m,nkwɔ̀m,"no response",nkwɔ̀m,nkwɔ̀m
"Hoes ",bànkwɔ̀mù,bànkwɔ̀m,bànkwɔ̀m,"no response",bànkwɔ̀m,bànkwɔ̀m
Comb,kìnshʲamákî,kìnfə̀sə̀,kìnfǎmə́kî,kìnshə̀’ɛ̌,kìnshə̀’ɛ̌,kìnshə̀’ɛ̌
"Combs ","no response","no response","no response","no response",bìnshə̀’ɛ̌,bìnshə̀’ɛ̌
Ring,"no response",nshé,nshènə̌,nshé,nshé,nshé
"Rings ","no response",bànshé,bànshé,bànshé,bànshé,bànshé
Snuff,útɛ̀,útɛ̌,útɛ́,útɛ́,útɛ̀,útɛ̀
Snuff,útɛ̀,útɛ̌,útɛ́,útɛ́,útɛ̀,útɛ̀
Woodash,úbûbû,úbúŋ,bwùbwú,"no response",àmɨ́mbwɔ́,àmɨ́mbwɔ́
Woodash,úbûbû,úbúŋ,bwùbwú,"no response",àmɨ́mbwɔ́,àmɨ́mbwɔ́
Smoke,nyámú,mù,nyǎ,"no response",ányám,ányám
Smoke,nyámú,mù,nyǎ,"no response",ányám,ányám
Firewood,úkwàwu,úkwà,úkwà,úkwà,úkwà,úkwà
Firewood,íkwàwú,íkwà,íkwà,íkwà,íkwà,íkwà
